,svcscan.nservices,svcscan.kernel_drivers,dlllist.avg_dlls_per_proc,pslist.avg_handlers,handles.nmutant,handles.nkey,handles.nsemaphore,dlllist.ndlls,svcscan.process_services,pslist.avg_threads,ldrmodules.not_in_load,ldrmodules.not_in_load_avg,malfind.uniqueInjections,svcscan.nactive,malfind.commitCharge,ldrmodules.not_in_init_avg,callbacks.ncallbacks,pslist.nppid,psxview.not_in_ethread_pool_false_avg,malfind.ninjections
40527,389,221,38.90243902,213.4146341,275,709,656,1595,24,9.951219512,46,0.02850062,12.4,119,18505,0.052664188,87,16,0.047619048,62
24336,395,222,50.46511628,281.7333554,379,826,759,2170,27,12.43915282,86,0.039467646,1.25,122,6,0.05782469,88,12,0.0,5
13658,395,222,49.76923077,291.3053326,329,801,723,1941,27,12.65282414,63,0.033386328,1.5,123,4,0.051934287,88,12,0.0,3
40685,389,221,37.52380952,200.2857143,255,689,608,1576,24,9.333333333,49,0.030453698,1.0,120,4,0.055935364,86,16,0.045454545,4
36697,389,221,39.36585366,214.804878,267,667,645,1614,24,11.26829268,46,0.027727547,1.0,121,3,0.051838457,86,16,0.0,3
34703,389,221,45.96,272.4,208,517,547,1149,24,13.36,32,0.027562446,1.0,119,1,0.048234281,86,8,0.0,1
54530,389,221,39.34146341,208.6585366,267,670,642,1613,24,9.829268293,46,0.027777778,1.0,123,3,0.051932367,86,16,0.068181818,3
29778,389,221,40.07692308,220.7179487,259,661,640,1563,24,11.41025641,47,0.02921069,1.0,122,3,0.052827843,87,15,0.048780488,3
13388,395,222,49.58874298,292.3110376,350,820,748,2108,27,13.12564637,72,0.034886943,1.333333333,123,5,0.053558194,88,12,0.0,4
2290,392,222,42.97703989,249.0918119,392,947,735,1917,24,10.68223311,86,0.044207316,1.3465852,126,6,0.06514632,87,17,0.102245785,5
28512,395,222,49.72658406,296.9150038,353,792,741,2038,27,13.33791912,63,0.031881741,1.5,125,4,0.051426902,88,12,0.0,3
16457,395,222,52.30227692,309.5920102,414,918,759,2092,27,13.66946274,78,0.037680497,1.25,123,6,0.055379051,88,12,0.0,5
21231,392,222,46.80845249,265.9351473,375,1010,771,1992,24,11.13046973,90,0.044480724,1.569737138,124,9,0.064616323,87,16,0.135835016,7
36992,389,221,38.48837209,203.2325581,273,692,651,1655,24,9.465116279,47,0.02776137,1.25,123,6,0.051978736,87,16,0.023255814,5
36225,389,221,39.94871795,217.974359,259,660,634,1558,24,10.71794872,46,0.028696195,1.0,123,3,0.052401747,86,15,0.113636364,3
4743,395,222,52.04221036,304.9266311,383,887,766,2081,27,13.26721036,76,0.036579115,1.25,123,6,0.054387369,88,12,0.0,5
8314,395,222,52.41463415,307.906856,410,930,773,2149,27,13.6097561,87,0.040352505,1.2,123,7,0.057977737,88,12,0.0,6
52518,389,221,38.09302326,203.0465116,268,675,653,1638,24,9.953488372,48,0.028503563,1.0,122,3,0.052850356,86,17,0.066666667,3
10180,395,222,52.45994239,308.4852812,446,926,796,2360,27,13.41500683,100,0.042580801,1.166666667,124,8,0.060848134,88,12,0.0,7
26458,392,222,44.18548527,244.6457394,369,899,757,1988,24,10.69068938,94,0.04650365,1.2,127,7,0.067281876,87,17,0.153846154,6
23738,395,222,52.2195122,301.7599746,403,904,766,2141,27,13.34222029,82,0.038246269,1.25,123,6,0.055970149,88,13,0.0,5
48180,385,220,36.5,192.0625,186,421,406,1168,23,12.3125,35,0.029118136,1.0,115,2,0.054908486,88,13,0.058823529,2
46477,389,221,39.05555556,215.3888889,219,651,539,1406,24,10.55555556,42,0.02902557,1.0,118,3,0.053213545,88,14,0.0,3
51192,389,221,37.63414634,202.7560976,252,707,608,1543,24,9.512195122,46,0.029392971,1.0,119,3,0.054952077,86,16,0.046511628,3
50771,389,221,39.02564103,210.6666667,257,659,600,1522,24,10.0,45,0.028938907,1.0,121,3,0.053376206,86,15,0.048780488,3
12598,395,222,50.46511628,281.1443857,379,826,759,2170,27,12.33928295,86,0.039467646,1.25,122,6,0.05782469,88,12,0.0,5
54821,389,221,39.1,209.0,262,665,608,1564,24,9.925,46,0.028732042,1.0,123,3,0.053091818,86,16,0.024390244,3
20812,395,222,52.04776087,309.577026,426,893,784,2288,27,13.44357186,91,0.040312493,1.201834588,124,6,0.058775755,88,12,0.0,5
28519,395,222,50.35714286,302.8809524,356,804,752,2115,27,13.32087236,76,0.03646833,1.333333333,124,5,0.055662188,88,12,0.034182319,4
17600,395,222,47.12090525,273.0306639,299,764,726,1958,27,13.34356105,46,0.024027477,1.069903112,120,3,0.044660466,88,14,0.0,3
27926,395,222,51.6,304.5056893,406,855,751,2064,27,13.67275702,82,0.039690223,1.25,124,6,0.057599226,88,12,0.024390244,5
38922,389,221,39.34146341,215.2439024,267,670,642,1613,24,11.34146341,45,0.027157514,1.0,123,3,0.051297526,86,16,0.0,3
12974,395,222,52.16256822,306.1481266,399,897,761,2086,27,13.51604219,79,0.038134734,1.25,123,6,0.056021038,88,12,0.037433529,5
49540,378,219,35.47222222,177.25,185,477,445,1277,21,9.916666667,40,0.030395137,1.0,114,3,0.056990881,88,14,0.0,3
928,395,222,48.46511628,273.4883721,339,799,743,2084,27,12.20930233,71,0.034167469,1.333333333,123,5,0.053416747,88,13,0.022727273,4
35568,389,221,37.36585366,197.0,230,661,595,1532,24,9.292682927,44,0.02829582,1.0,119,2,0.053376206,86,16,0.024390244,2
40326,389,221,39.05405405,215.0810811,230,672,594,1445,24,10.08108108,42,0.028708134,1.0,119,3,0.053315106,87,15,0.139534884,3
8165,392,222,44.88478546,267.2601676,399,899,741,1849,24,11.69937311,79,0.042110874,1.666666667,126,7,0.062366738,87,17,0.272727273,5
19718,395,222,51.69767442,299.3826434,424,888,776,2223,27,13.10570059,80,0.036429872,1.25,123,6,0.055100182,88,12,0.0,5
56374,389,221,39.10810811,215.3243243,230,669,596,1447,24,10.21621622,43,0.029411765,1.0,119,3,0.054035568,87,15,0.075,3
22040,395,222,48.95931061,286.3862437,329,801,723,1941,27,12.53995365,63,0.033386328,1.5,123,4,0.051934287,88,12,0.016607196,3
27974,395,222,49.53846154,282.5614553,321,774,726,1932,27,12.86236543,66,0.034555371,1.333333333,124,5,0.053291763,88,12,0.015134383,4
46194,389,221,38.61363636,204.3409091,289,696,666,1699,24,9.522727273,46,0.026528258,12.2,122,18559,0.050749712,86,18,0.085106383,61
20529,395,222,52.2114367,304.3076245,398,897,757,2088,27,13.3271266,80,0.038287461,1.25,123,6,0.055995412,88,12,0.0,5
13908,395,222,50.35931264,290.636947,399,879,761,2147,27,13.06461718,80,0.037363873,1.221903885,123,6,0.055824137,88,13,0.0,5
57412,389,221,38.81081081,213.5135135,226,649,590,1436,24,10.0,44,0.03021978,1.0,119,3,0.054945055,86,15,0.051282051,3
16614,395,222,52.2195122,301.0981203,403,904,766,2141,27,12.97616901,82,0.038246269,1.25,123,6,0.055970149,88,13,0.0,5
30153,389,221,39.18604651,202.9069767,275,682,654,1685,24,9.511627907,48,0.027826087,2.2,122,59,0.052173913,87,18,0.0,11
23841,395,222,49.7756723,297.4934584,365,792,743,2040,27,13.28106318,63,0.031550486,1.5,125,4,0.051081739,88,12,0.015225884,3
15337,395,222,52.2,304.2566895,398,897,757,2088,27,13.2850343,80,0.038295835,1.25,123,6,0.056007659,88,12,0.0,5
21914,395,222,52.2,308.3411785,434,898,760,2088,27,13.48518131,80,0.038295835,1.25,123,6,0.056007659,88,12,0.0,5
4039,395,222,50.95238095,296.2274045,385,917,774,2140,27,12.85714286,73,0.034695817,1.333333333,125,5,0.052281369,88,12,0.023809524,4
3917,392,222,44.81395349,266.5517303,402,1004,764,1927,24,11.231846,80,0.040920716,1.5,126,8,0.061381074,87,18,0.236363636,6
50220,385,220,42.31818182,234.8636364,168,346,376,931,23,14.27272727,25,0.02617801,1.0,113,1,0.048167539,88,8,0.0,1
32061,389,221,39.34146341,208.8292683,267,675,642,1613,24,9.829268293,45,0.027190332,1.0,123,3,0.051359517,86,16,0.023809524,3
56448,389,221,39.3902439,211.8780488,267,667,643,1615,24,10.3902439,48,0.028880866,1.0,122,3,0.052948255,86,16,0.046511628,3
45726,389,221,44.88888889,269.7407407,216,555,518,1212,24,14.03703704,30,0.024174053,1.0,120,2,0.045124899,88,9,0.0,2
36636,389,221,39.0,210.6410256,257,657,600,1521,24,10.0,44,0.028350515,1.0,120,3,0.052835052,87,15,0.048780488,3
19422,395,222,52.26190476,306.0899248,403,877,780,2195,27,13.23543859,79,0.03645593,1.25,125,6,0.054914629,88,12,0.0,5
35269,389,221,38.95,209.0,262,669,608,1558,24,9.875,45,0.028213166,1.0,123,3,0.052664577,87,16,0.047619048,3
49818,389,221,39.21428571,211.0238095,266,700,666,1647,24,10.33333333,50,0.029481132,1.125,122,4,0.05365566,86,16,0.0,9
55361,389,221,37.62790698,198.4186047,265,692,617,1618,24,9.302325581,50,0.030120482,1.0,122,3,0.055421687,86,17,0.022727273,3
30798,389,221,39.28571429,212.1666667,265,702,662,1650,24,10.88095238,51,0.03,1.0,123,4,0.054117647,87,16,0.023255814,4
50517,389,221,39.34285714,214.0,223,596,572,1377,24,10.22857143,43,0.030714286,1.0,118,2,0.055,87,14,0.0,2
46107,389,221,38.97058824,203.9411765,213,521,515,1325,24,11.0,39,0.028613353,1.0,118,2,0.053558327,88,13,0.0,2
16357,395,222,52.45238095,305.4235266,445,943,772,2203,27,13.17338812,89,0.0402169,1.2,123,7,0.057840036,88,12,0.0,6
44923,389,221,38.9,208.85,262,668,606,1556,24,9.875,45,0.028142589,1.0,122,3,0.052532833,87,16,0.130434783,3
6805,395,222,49.79866298,298.1058882,352,783,745,2091,27,12.99785945,66,0.032572273,1.5,124,4,0.05207157,88,12,0.027296412,3
39855,389,221,37.4047619,644.0,258,679,608,1571,24,9.547619048,45,0.028125,1.0,121,3,0.05375,87,16,0.0,3
12769,395,222,48.93181818,286.2868779,347,791,751,2153,27,12.54545455,74,0.03490566,1.333333333,125,5,0.054716981,88,12,0.0,4
29062,395,222,49.14285714,278.7230547,343,784,742,2064,27,12.36424349,71,0.034499514,1.333333333,123,5,0.053449951,88,13,0.0,4
31267,389,221,38.0,203.9268293,255,707,611,1558,24,9.682926829,46,0.029187817,1.0,119,3,0.054568528,86,16,0.0,3
600,395,222,50.37209302,293.6046512,387,926,781,2166,27,13.06976744,73,0.0342723,1.333333333,125,5,0.052112676,88,13,0.023255814,4
26402,392,222,44.41463415,257.730945,384,888,722,1821,24,11.09756098,84,0.045331894,1.333333333,126,5,0.06583918,87,16,0.215686275,4
262,395,222,49.64285714,295.8095238,363,801,746,2085,27,13.5,70,0.034179688,1.333333333,126,5,0.053710938,88,12,0.0,4
54243,389,221,39.275,208.825,259,691,614,1571,24,9.775,48,0.030094044,1.75,119,30,0.054545455,87,17,0.047619048,7
53644,389,221,39.275,208.525,260,696,612,1571,24,9.725,47,0.029559748,1.75,119,31,0.05408805,86,17,0.0,7
37510,389,221,37.80487805,203.1219512,239,712,615,1550,24,9.487804878,45,0.028772379,1.0,119,66,0.05370844,86,16,0.024390244,4
12776,392,222,44.26829268,254.6762901,343,860,719,1815,24,10.9346568,83,0.04496208,1.333333333,126,5,0.065547129,87,16,0.230769231,4
1857,395,222,48.92410065,286.7345649,347,791,750,2152,27,12.36020291,74,0.034911256,1.333333333,125,5,0.054725754,88,12,0.022222222,4
43921,389,221,38.1627907,202.7209302,265,728,644,1641,24,9.76744186,58,0.034688995,1.0,119,3,0.059808612,86,18,0.0,3
19565,395,222,44.0010439,260.5038639,224,597,481,1344,27,14.46554998,29,0.021590393,1.0,115,2,0.042848054,88,13,0.0,2
50526,389,221,34.36170213,549.0,264,681,661,1615,24,9.617021277,48,0.028985507,1.0,122,3,0.053140097,87,18,0.127659574,3
16484,395,222,52.24798154,303.5886885,430,943,772,2194,27,13.41172351,89,0.040513787,1.166666667,123,8,0.058208887,88,12,0.023255814,7
20444,392,222,48.20975237,276.7468828,477,1225,910,2579,24,11.75764027,108,0.041484061,1.72218168,125,63,0.061149228,87,19,0.076939017,12
9222,395,222,48.93181818,286.7141596,347,791,751,2153,27,12.53523419,74,0.03490566,1.333333333,125,5,0.054716981,88,12,0.0,4
35177,389,221,38.97727273,214.4318182,289,699,701,1715,24,11.11363636,47,0.026704545,11.4,122,18517,0.050568182,87,17,0.022727273,57
17339,392,222,45.47610957,257.2131366,394,1016,808,2293,24,11.53752439,84,0.036988298,1.181847446,127,7,0.057902977,87,19,0.082663783,6
26892,395,222,49.74127594,285.2628495,353,798,736,2058,27,12.93547231,54,0.027064899,1.0,123,3,0.046686753,88,14,0.037382444,3
36485,389,221,37.19565217,193.9782609,269,727,631,1711,24,9.065217391,46,0.026315789,1.0,122,3,0.051487414,86,18,0.02173913,3
31463,389,221,38.04761905,202.1904762,263,730,616,1598,24,9.452380952,47,0.028852056,1.0,121,7,0.054020872,87,16,0.066666667,4
10389,395,222,48.93181818,287.2292652,347,791,750,2153,27,12.58054168,74,0.03490566,1.333333333,125,5,0.054716981,88,12,0.022222222,4
45686,389,221,39.5,215.15,248,750,648,1580,24,9.95,55,0.034161491,1.0,119,282,0.058385093,87,16,0.024390244,4
6174,395,222,50.41463415,291.0852924,360,803,748,2067,27,12.75609756,75,0.036319613,1.333333333,123,5,0.05472155,88,12,0.0,4
23817,395,222,49.625,292.8114199,333,803,729,1985,27,12.84035496,64,0.033126294,1.5,123,4,0.051759834,88,12,0.0,3
26833,395,222,52.2,303.7958804,398,897,757,2088,27,13.19441309,80,0.038295835,1.25,123,6,0.056007659,88,12,0.0,5
43937,389,221,38.59090909,202.6136364,272,706,652,1698,24,9.795454545,52,0.029731275,1.25,122,8,0.054316752,86,17,0.0,5
14606,392,222,47.92857143,271.0252468,383,1017,781,2013,24,11.42810967,94,0.045564712,1.6,124,10,0.065438682,87,16,0.106382979,8
20672,395,222,49.625,292.3517378,333,803,729,1985,27,12.80365675,64,0.033126294,1.5,123,4,0.051759834,88,12,0.0,3
9607,395,222,47.28125,285.052341,324,751,666,1513,27,12.76155384,60,0.041158406,1.5,124,4,0.058940061,88,11,0.206661268,3
42850,389,221,35.36170213,190.0851064,282,730,675,1662,24,8.85106383,45,0.026913876,14.875,119,23430,0.052033493,87,20,0.085106383,119
30355,389,221,37.61538462,205.8717949,231,679,604,1467,24,9.615384615,45,0.030262273,1.0,119,21,0.054472091,86,16,0.095238095,4
35967,389,221,38.875,207.65,262,661,606,1555,24,9.7,45,0.028213166,1.0,121,3,0.052664577,87,16,0.111111111,3
2966,395,222,49.76923077,293.5070761,329,801,723,1941,27,13.02171785,63,0.033386328,1.5,123,4,0.051934287,88,12,0.0,3
8238,395,222,50.45,293.0010454,351,843,727,2018,27,12.95583634,60,0.03003003,1.333333333,123,5,0.048548549,88,13,0.090909091,4
34799,389,221,37.90909091,198.4772727,271,746,634,1668,24,9.204545455,46,0.026963658,1.0,122,3,0.052168816,87,18,0.022222222,3
37631,385,220,36.78125,193.15625,186,430,406,1177,23,12.21875,36,0.02970297,1.0,116,2,0.055280528,88,13,0.0,2
12412,392,222,44.10170117,253.1720153,334,858,720,1807,24,10.93089946,80,0.044228762,1.333333333,126,5,0.065029742,87,16,0.199732232,4
57566,389,221,38.25581395,206.5581395,266,683,649,1645,24,10.60465116,52,0.030660377,1.25,122,42625,0.055424528,86,17,0.044444444,5
15383,395,222,51.6,298.889462,371,855,751,2064,27,13.0910213,81,0.039225182,1.25,124,6,0.057142857,88,12,0.024390244,5
12978,392,222,44.35,259.1162063,357,872,701,1774,24,11.16703258,71,0.0394173,1.333333333,124,5,0.061069057,87,16,0.183673469,4
14127,392,222,45.43902439,266.0974614,374,941,739,1863,24,11.2647799,81,0.042811839,1.666666667,126,7,0.062896406,87,17,0.166666667,5
23143,392,222,43.96196916,245.664323,394,969,784,2066,24,11.78271169,73,0.034440764,1.668437922,122,59,0.056127458,87,19,0.0,10
30425,387,221,37.2972973,191.3513514,227,486,527,1380,23,10.45945946,40,0.028208745,15.25,117,18504,0.053596615,88,14,0.1,61
18859,392,222,44.12317392,242.9969903,399,1053,777,2109,24,11.13603489,78,0.036255211,1.736824141,122,76,0.058012499,87,19,0.0,11
53986,389,221,40.05128205,220.6153846,259,654,640,1562,24,11.46153846,47,0.029228856,1.0,122,3,0.052860697,86,15,0.093023256,3
1173,392,222,42.76744186,249.9069767,336,899,718,1839,24,10.79069767,80,0.042849491,1.25,126,6,0.064274237,87,17,0.176470588,5
11047,395,222,52.02525044,307.2717442,399,900,765,2081,27,13.8,76,0.037532954,1.25,123,6,0.05605327,88,12,0.0,5
43744,389,221,40.05128205,220.6410256,259,654,640,1562,24,11.41025641,47,0.029228856,1.0,122,3,0.052860697,86,15,0.093023256,3
34586,389,221,39.48780488,213.3902439,268,673,643,1619,24,10.56097561,48,0.028811525,1.0,122,3,0.052821128,86,16,0.068181818,3
13850,395,222,51.95121951,313.5423975,383,864,770,2130,27,13.70174365,70,0.033444816,1.666666667,124,7,0.052078356,88,13,0.0,5
24529,395,222,52.6097561,310.9824285,424,932,768,2157,27,13.80517389,88,0.040627886,1.2,123,7,0.058171745,88,12,0.0,6
50088,385,220,35.4,181.0857143,188,454,422,1239,23,11.34285714,37,0.029019608,1.0,115,2,0.055686275,88,14,0.0,2
6479,395,222,48.65217391,273.4463212,385,844,760,2238,27,12.17466715,87,0.038701068,1.2,124,7,0.057829181,88,12,0.01747522,6
54156,389,221,38.5952381,209.047619,261,680,648,1621,24,10.76190476,49,0.029358898,2.5,122,10,0.053924506,87,16,0.023255814,10
1272,395,222,48.65217391,272.5,385,844,760,2238,27,11.97826087,87,0.038701068,1.2,124,7,0.057829181,88,12,0.0,6
26279,395,222,48.47727273,284.1904426,350,828,747,2133,27,12.78997607,73,0.03494495,1.333333333,124,5,0.054092867,88,12,0.0,4
43643,389,221,37.95238095,202.7619048,243,717,640,1594,24,9.714285714,56,0.034589253,1.0,119,3,0.059913527,86,18,0.0,3
25322,395,222,52.262427,305.9805955,399,895,757,2090,27,13.51925845,78,0.037602822,1.25,123,6,0.055306699,88,12,0.0,5
34822,389,221,38.725,214.275,252,698,652,1549,24,9.925,44,0.028097063,12.2,119,18559,0.052362708,87,16,0.093023256,61
9829,395,222,50.14285714,283.0238095,364,816,748,2106,27,12.83333333,79,0.037476281,1.25,124,6,0.05597723,88,12,0.045454545,5
36987,389,221,39.31707317,215.7804878,265,677,648,1612,24,11.29268293,48,0.028950543,1.25,123,6,0.052472859,87,15,0.047619048,5
26444,392,222,43.18438969,248.0112414,331,858,712,1805,24,10.92824797,76,0.04180316,1.333333333,127,5,0.063122346,87,16,0.12564767,4
56024,378,219,37.36363636,187.1818182,185,457,438,1233,21,10.15151515,39,0.0306845,1.0,114,2,0.055861526,88,13,0.0,2
20613,395,222,52.21428571,308.2392368,461,943,772,2193,27,13.85714286,89,0.040417802,1.166666667,124,8,0.058128974,88,12,0.0,7
22863,395,222,48.47727273,284.0937911,350,828,747,2133,27,12.71911025,73,0.03494495,1.333333333,124,5,0.054092867,88,12,0.0,4
42969,389,221,27.31746032,143.8571429,282,695,710,1721,24,7.396825397,48,0.027444254,10.5,122,1011,0.052029731,86,24,0.443037975,63
13393,395,222,49.79069767,288.8124647,365,815,755,2141,27,12.66241848,76,0.036018957,1.333333333,123,5,0.055450237,88,13,0.0,4
4087,395,222,49.76923077,292.3378493,329,801,723,1941,27,12.81107928,63,0.033386328,1.5,123,4,0.051934287,88,12,0.0,3
824,392,222,45.43902439,265.8536585,374,941,739,1863,24,11.19512195,81,0.042811839,1.666666667,126,7,0.062896406,87,17,0.166666667,5
48613,389,221,38.925,208.9,262,665,606,1557,24,9.9,45,0.028142589,1.0,122,3,0.052532833,86,16,0.111111111,3
39488,389,221,38.58974359,210.6410256,240,671,595,1505,24,9.769230769,42,0.027184466,12.4,118,18505,0.051132686,88,15,0.05,62
15484,395,222,49.625,293.0588321,333,803,729,1985,27,12.85633352,64,0.033126294,1.5,123,4,0.051759834,88,12,0.0,3
10411,392,222,47.66732097,261.8978296,519,1180,925,3052,24,11.37298401,119,0.038303526,1.830707254,126,60,0.05827403,87,19,0.00095909,11
27014,392,222,48.65217391,281.0707944,459,1210,875,2238,24,12.40363345,105,0.045239121,1.857142857,124,78,0.064627316,87,18,0.0,13
57642,389,221,38.1025641,207.8205128,239,673,602,1486,24,9.769230769,43,0.028609448,1.0,121,3,0.05322688,87,15,0.05,3
6908,392,222,48.46529431,271.0574732,433,1078,825,2091,24,11.26087822,96,0.044806747,1.90266272,123,76,0.064322275,87,17,0.049150158,11
55740,389,221,39.02272727,204.0681818,278,731,669,1717,24,9.545454545,52,0.02942841,1.0,122,4,0.053763441,87,17,0.022222222,4
1002,395,222,49.58139535,278.1627907,352,802,754,2132,27,12.30232558,76,0.035664008,1.333333333,122,5,0.054434538,88,13,0.022727273,4
22798,392,222,45.59906696,261.263564,432,1079,802,2368,24,11.51359463,98,0.040673689,1.148742263,126,9,0.061348244,87,18,0.03708105,8
35829,389,221,36.43181818,196.3863636,265,689,613,1603,24,9.272727273,55,0.037904893,1.0,122,2,0.062715369,55,17,0.043478261,2
22807,395,222,52.2,308.3708314,434,898,760,2088,27,13.48107093,80,0.038295835,1.25,123,6,0.056007659,88,12,0.0,5
7361,395,222,51.42857143,298.267099,396,922,776,2160,27,12.91491831,80,0.037541061,1.25,125,6,0.054903801,88,12,0.046511628,5
4742,395,222,49.76923077,292.4317141,329,801,723,1941,27,12.97435897,63,0.033386328,1.5,123,4,0.051934287,88,12,0.0,3
25494,395,222,52.2,303.8005318,398,897,758,2088,27,13.19131215,80,0.038295835,1.25,123,6,0.056007659,88,12,0.0,5
33601,389,221,36.72727273,196.0227273,263,683,613,1616,24,9.318181818,61,0.038413098,1.0,122,2,0.062342569,57,17,0.043478261,2
52611,389,221,37.4047619,199.8809524,258,690,608,1571,24,9.380952381,48,0.029906542,1.0,121,3,0.056074766,87,16,0.066666667,3
13090,395,222,48.47727273,282.8091014,350,828,745,2133,27,12.49370549,72,0.034610767,1.333333333,124,5,0.053765315,88,12,0.0,4
35684,389,221,38.94871795,209.6410256,255,658,598,1519,24,9.846153846,44,0.028405423,1.0,120,3,0.052937379,86,15,0.133333333,3
38342,389,221,39.56097561,211.3902439,267,675,645,1622,24,10.2195122,46,0.027594481,1.0,123,3,0.051589682,87,16,0.046511628,3
55607,389,221,39.16216216,215.6216216,231,673,596,1449,24,10.13513514,44,0.030116359,1.0,119,3,0.054757016,86,15,0.0,3
58314,389,221,38.275,206.8,235,734,618,1531,24,9.575,47,0.030283505,1.0,119,4,0.055412371,87,16,0.0,4
4592,395,222,50.43034593,283.7830131,377,826,759,2168,27,12.59878052,86,0.039494751,1.25,122,6,0.057864404,88,12,0.0,5
38879,389,221,40.05128205,220.6153846,259,654,640,1562,24,11.41025641,46,0.028624767,1.0,122,3,0.052271313,87,15,0.133333333,3
38915,389,221,37.45238095,199.4047619,260,685,608,1573,24,9.404761905,45,0.027932961,1.0,121,3,0.053382992,86,16,0.0,3
25324,395,222,44.70436765,265.225392,224,603,483,1341,27,14.74290257,29,0.022011429,1.0,115,2,0.042898052,88,13,0.0,2
34787,389,221,38.02272727,199.4772727,270,692,650,1673,24,9.522727273,46,0.026790914,1.0,122,4,0.051834595,86,17,0.022222222,4
